"iWine","Type","Color","Category","Size","Currency","Value","Price","TotalQuantity","Quantity","Pending","Vintage","Wine","Locale","Producer","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation","BeginConsume","EndConsume","WindowSource","LikeVotes","LikePercent","LikeIt","PNotes","PScore","CNotes","CScore","WA","WAWeb","IWC","IWCWeb","WS","WSWeb","WE","WEWeb","BR","BRWeb","GV","GVWeb","LF","LFWeb","LD","LDWeb","SJ","SJWeb","GA","GAWeb","WWR","WWRWeb","TT","TTWeb","FP","FPWeb"
"3192440","White","White","Dry","750ml","SEK","240","240","1","1","0","2016","F.X. Pichler Grüner Veltliner Smaragd Dürnsteiner","Austria, Niederösterreich, Wachau","F.X. Pichler","Grüner Veltliner","Grüner Veltliner","Smaragd","Dürnsteiner","Austria","Niederösterreich","Wachau","Unknown","9999","9999","Community Average","2","1","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2403987","White","White","Dry","750ml","SEK","500","500","1","1","0","2015","F.X. Pichler Riesling Reserve 'M'","Austria, Niederösterreich, Wachau","F.X. Pichler","Riesling","Riesling","Reserve","'M'","Austria","Niederösterreich","Wachau","Unknown","9999","9999","Community Average","1","1","","1","90","6","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3816576","White","White","Dry","750ml","SEK","540","540","2","2","0","2015","F.X. Pichler Riesling Smaragd Ried Kellerberg","Austria, Niederösterreich, Wachau","F.X. Pichler","Riesling","Riesling","Smaragd","Ried Kellerberg","Austria","Niederösterreich","Wachau","Unknown","9999","9999","Community Average","7","0,857142857142857","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3735299","White","White","Dry","750ml","SEK","540","540","1","1","0","2015","F.X. Pichler Riesling Smaragd Ried Steinertal","Austria, Niederösterreich, Wachau","F.X. Pichler","Riesling","Riesling","Smaragd","Ried Steinertal","Austria","Niederösterreich","Wachau","Unknown","9999","9999","Community Average","6","1","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4713118","Red","Red","Dry","750ml","SEK","349","349","1","1","0","2021","Piedrasassi Syrah PS","USA, California, Central Coast","Piedrasassi","Syrah","Syrah","PS","Unknown","USA","California","Central Coast","Central Coast","9999","9999","Community Average","15","0,866666666666667","","","","24","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3778964","Red","Red","Dry","750ml","SEK","499","499","1","1","0","2016","Bodegas Pintia Toro Pintia","Spain, Castilla y León, Toro","Bodegas Pintia","Tinta de Toro","Tempranillo","Pintia","Unknown","Spain","Castilla y León","Unknown","Toro","9999","9999","Community Average","47","0,978723404255319","","","","69","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4763275","Red","Red","Dry","750ml","SEK","0","0","1","1","0","2020","Luigi Pira Barolo Serralunga","Italy, Piedmont, Langhe, Barolo","Luigi Pira","Nebbiolo","Nebbiolo","Unknown","Serralunga","Italy","Piedmont","Langhe","Barolo","9999","9999","Community Average","4","0,75","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2789595","White - Sparkling","White","Sparkling","750ml","SEK","0","0","1","1","0","2009","Pol Roger Champagne Vintage Brut","France, Champagne","Pol Roger","Champagne Blend","Champagne Blend","Vintage Brut","Unknown","France","Champagne","Unknown","Champagne","9999","9999","Community Average","72","0,958333333333333","","","","137","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3766313","Red","Red","Dry","750ml","SEK","189","189","1","1","0","2019","Bodegas Ponce Manchuela PF","Spain, Castilla-La Mancha, Manchuela","Bodegas Ponce","Bobal","Bobal","PF","Unknown","Spain","Castilla-La Mancha","Unknown","Manchuela","9999","9999","Community Average","5","0,6","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5456365","Red","Red","Dry","750ml","SEK","599","599","2","2","0","2023","Porseleinberg Swartland","South Africa, Coastal Region, Swartland","Porseleinberg","Syrah","Syrah","Unknown","Unknown","South Africa","Coastal Region","Swartland","Unknown","9999","9999","Community Average","6","1","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4344587","Red","Red","Dry","750ml","SEK","299","299","1","1","0","2019","Produttori del Barbaresco Barbaresco","Italy, Piedmont, Langhe, Barbaresco","Produttori del Barbaresco","Nebbiolo","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Barbaresco","9999","9999","Community Average","177","0,983050847457627","","","","247","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3963510","Red","Red","Dry","750ml","SEK","359","359","2","2","0","2018","Produttori del Barbaresco Barbaresco","Italy, Piedmont, Langhe, Barbaresco","Produttori del Barbaresco","Nebbiolo","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Barbaresco","9999","9999","Community Average","157","0,993630573248408","","","","250","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2684446","Red","Red","Dry","750ml","SEK","500","500","1","1","0","2013","Produttori del Barbaresco Barbaresco Riserva Pora","Italy, Piedmont, Langhe, Barbaresco","Produttori del Barbaresco","Nebbiolo","Nebbiolo","Riserva","Pora","Italy","Piedmont","Langhe","Barbaresco","9999","9999","Community Average","19","1","","","","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2129392","Red","Red","Dry","750ml","SEK","450","450","4","4","0","2013","Produttori del Barbaresco Barbaresco Riserva Rabajà","Italy, Piedmont, Langhe, Barbaresco","Produttori del Barbaresco","Nebbiolo","Nebbiolo","Riserva","Rabajà","Italy","Piedmont","Langhe","Barbaresco","9999","9999","Community Average","25","0,96","","","","65","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3694362","White - Off-dry","White","Dry","750ml","SEK","389","389","1","1","0","2019","Joh. Jos. Prüm Wehlener Sonnenuhr Riesling Spätlese","Germany, Mosel Saar Ruwer","Joh. Jos. Prüm","Riesling","Riesling","Spätlese","Wehlener Sonnenuhr","Germany","Mosel Saar Ruwer","Unknown","Unknown","9999","9999","Community Average","14","1","","","","28","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4700577","Red","Red","Dry","750ml","SEK","349","349","1","1","0","2022","Psi Ribera del Duero","Spain, Castilla y León, Ribera del Duero","Psi","Tempranillo Blend","Tempranillo","Unknown","Unknown","Spain","Castilla y León","Unknown","Ribera del Duero","9999","9999","Community Average","51","0,96078431372549","","","","56","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4349695","Red","Red","Dry","750ml","SEK","339","339","3","3","0","2021","Psi Ribera del Duero","Spain, Castilla y León, Ribera del Duero","Psi","Tempranillo Blend","Tempranillo","Unknown","Unknown","Spain","Castilla y León","Unknown","Ribera del Duero","9999","9999","Community Average","90","0,966666666666667","","","","156","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3665226","Red","Red","Dry","750ml","SEK","339","339","1","1","0","2019","Psi Ribera del Duero","Spain, Castilla y León, Ribera del Duero","Psi","Tempranillo Blend","Tempranillo","Unknown","Unknown","Spain","Castilla y León","Unknown","Ribera del Duero","9999","9999","Community Average","69","0,971014492753623","","","","109","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3321215","Red","Red","Dry","750ml","SEK","279","279","1","1","0","2018","Psi Ribera del Duero","Spain, Castilla y León, Ribera del Duero","Psi","Tempranillo Blend","Tempranillo","Unknown","Unknown","Spain","Castilla y León","Unknown","Ribera del Duero","9999","9999","Community Average","82","0,975609756097561","","1","90","171","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3627126","Red","Red","Dry","750ml","SEK","199","199","1","1","0","2018","André et Michel Quenard Vin de Savoie Arbin Terres Brunes","France, Savoie, Vin de Savoie Arbin","André et Michel Quenard","Mondeuse","Mondeuse","Terres Brunes","Unknown","France","Savoie","Unknown","Vin de Savoie Arbin","9999","9999","Community Average","3","1","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3346136","White","White","Dry","750ml","SEK","159","159","1","1","0","2018","Quinta de Couselo Rías Baixas Turonia","Spain, Galicia, Rías Baixas","Quinta de Couselo","Albariño","Albariño","Turonia","Unknown","Spain","Galicia","Unknown","Rías Baixas","9999","9999","Community Average","10","1","","","","29","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5431976","Red","Red","Dry","750ml","SEK","249","249","1","1","0","2024","Rall Cinsault","South Africa, Coastal Region","Rall","Cinsault","Cinsaut","Unknown","Unknown","South Africa","Coastal Region","Unknown","Unknown","9999","9999","Community Average","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3346701","White","White","Dry","750ml","SEK","299","299","1","1","0","2018","Rall White","South Africa, Coastal Region","Rall","White Blend","White Blend","White","Unknown","South Africa","Coastal Region","Unknown","Unknown","9999","9999","Community Average","7","1","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2605998","Red","Red","Dry","750ml","SEK","299","299","1","1","0","2013","Renato Ratti Barolo Marcenasco","Italy, Piedmont, Langhe, Barolo","Renato Ratti","Nebbiolo","Nebbiolo","Unknown","Marcenasco","Italy","Piedmont","Langhe","Barolo","9999","9999","Community Average","69","0,985507246376812","","","","169","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3532257","Red","Red","Dry","750ml","SEK","98,7323","98,7323","1","1","0","2018","Raul Pérez Bierzo Ultreia Saint Jacques","Spain, Castilla y León, Bierzo","Raul Pérez","Mencía","Mencía","Ultreia Saint Jacques","Unknown","Spain","Castilla y León","Unknown","Bierzo","9999","9999","Community Average","113","0,938053097345133","","","","218","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5438746","White","White","Dry","750ml","SEK","200","200","4","4","0","2024","Raul Pérez Godello Bierzo Ultreïa","Spain, Castilla y León, Bierzo","Raul Pérez","Godello","Godello","Ultreïa","Unknown","Spain","Castilla y León","Unknown","Bierzo","9999","9999","Community Average","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2412500","White","White","Dry","750ml","SEK","779","779","1","1","0","2015","François Raveneau Chablis 1er Cru Montée de Tonnerre","France, Burgundy, Chablis, Chablis 1er Cru","François Raveneau","Chardonnay","Chardonnay","Unknown","Montée de Tonnerre","France","Burgundy","Chablis","Chablis 1er Cru","9999","9999","Community Average","23","1","","","","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2341061","White - Sparkling","White","Sparkling","750ml","SEK","0","0","1","1","0","2013","Raventós i Blanc De La Finca","Spain, Catalunya","Raventós i Blanc","Macabeo-Xarello-Parellada Blend","Macabeo-Xarello-Parellada Blend","De La Finca","Unknown","Spain","Catalunya","Unknown","Catalunya","9999","9999","Community Average","8","0,875","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4979435","White","White","Dry","750ml","SEK","331","331","2","2","0","2022","Domaine Rewa Chardonnay","New Zealand, South Island, Otago, Central Otago","Domaine Rewa","Chardonnay","Chardonnay","Unknown","Unknown","New Zealand","South Island","Otago","Central Otago","9999","9999","Community Average","1","1","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4236827","Red","Red","Dry","750ml","SEK","499","499","1","1","0","2020","Ridge Geyserville","USA, California, Sonoma County, Alexander Valley","Ridge","Zinfandel Blend","Zinfandel","Unknown","Geyserville","USA","California","Sonoma County","Alexander Valley","9999","9999","Community Average","83","0,963855421686747","","","","127","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4197478","Red","Red","Dry","750ml","SEK","0","0","1","1","0","2017","Luigi Righetti Amarone della Valpolicella Classico Villa Righetti","Italy, Veneto, Valpolicella, Amarone della Valpolicella Classico","Luigi Righetti","Corvina Blend","Corvina","Villa Righetti","Unknown","Italy","Veneto","Valpolicella","Amarone della Valpolicella Classico","9999","9999","Community Average","1","1","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5322103","Red","Red","Dry","750ml","SEK","249","249","1","1","0","2023","Rust en Vrede Cabernet Sauvignon Estate Vineyards","South Africa, Coastal Region, Stellenbosch","Rust en Vrede","Cabernet Sauvignon","Cabernet Sauvignon","Estate Vineyards","Unknown","South Africa","Coastal Region","Stellenbosch","Stellenbosch","9999","9999","Community Average","2","1","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4672627","Red","Red","Dry","750ml","SEK","151","151","1","1","0","2022","Saint Cosme Côtes du Rhône","France, Rhône, Southern Rhône, Côtes du Rhône","Saint Cosme","Syrah","Syrah","Unknown","Unknown","France","Rhône","Southern Rhône","Côtes du Rhône","9999","9999","Community Average","58","0,931034482758621","","","","88","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3642917","Red","Red","Dry","750ml","SEK","219","219","1","1","0","2019","Tenuta San Guido Le Difese Toscana IGT","Italy, Tuscany, Toscana IGT","Tenuta San Guido","SuperTuscan Blend","SuperTuscan Blend","Le Difese","Unknown","Italy","Tuscany","Unknown","Toscana IGT","9999","9999","Community Average","30","0,866666666666667","","","","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4890040","White","White","Dry","750ml","SEK","299","299","1","1","0","2023","Sandhi Wines Chardonnay Central Coast","USA, California, Central Coast","Sandhi Wines","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","Central Coast","Central Coast","9999","9999","Community Average","8","1","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5049327","White","White","Dry","750ml","SEK","415","415","1","1","0","2022","Sandhi Wines Chardonnay Sta. Rita Hills","USA, California, Central Coast, Sta. Rita Hills","Sandhi Wines","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","Central Coast","Sta. Rita Hills","9999","9999","Community Average","35","0,971428571428571","","","","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4554884","Red","Red","Dry","750ml","SEK","249","249","2","2","0","2020","Michele Satta Bolgheri Diambra","Italy, Tuscany, Bolgheri","Michele Satta","SuperTuscan Blend","SuperTuscan Blend","Diambra","Unknown","Italy","Tuscany","Bolgheri","Bolgheri","9999","9999","Community Average","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3714448","Red","Red","Dry","750ml","SEK","299","299","1","1","0","2017","Michele Satta Bolgheri Superiore Piastraia","Italy, Tuscany, Bolgheri, Bolgheri Superiore","Michele Satta","SuperTuscan Blend","SuperTuscan Blend","Piastraia","Unknown","Italy","Tuscany","Bolgheri","Bolgheri Superiore","9999","9999","Community Average","6","1","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3977551","Red","Red","Dry","750ml","SEK","299","299","1","1","0","2019","Savage Wines Red Blend","South Africa, Western Cape","Savage Wines","Syrah Blend","Syrah","Red Blend","Unknown","South Africa","Western Cape","Unknown","Unknown","9999","9999","Community Average","6","1","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4076833","White","White","Dry","750ml","SEK","299","299","1","1","0","2020","Savage Wines White Blend","South Africa, Western Cape","Savage Wines","Sémillon-Sauvignon Blanc Blend","Sémillon-Sauvignon Blanc Blend","White Blend","Unknown","South Africa","Western Cape","Unknown","Unknown","9999","9999","Community Average","5","0,8","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5026909","Rosé","Rosé","Dry","750ml","SEK","0","0","1","1","0","2023","Schloss Gobelsburg Zweigelt Rosé Domæne","Austria, Niederösterreich, Kamptal","Schloss Gobelsburg","Zweigelt","Zweigelt","Rosé Domæne","Unknown","Austria","Niederösterreich","Kamptal","Unknown","9999","9999","Community Average","0","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1843163","White - Off-dry","White","Dry","750ml","SEK","0","0","1","1","0","2013","Schloss Saarstein Serriger Schloss Saarsteiner Riesling Spätlese","Germany, Mosel Saar Ruwer","Schloss Saarstein","Riesling","Riesling","Spätlese","Serriger Schloss Saarsteiner","Germany","Mosel Saar Ruwer","Unknown","Unknown","9999","9999","Community Average","0","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3023564","White - Off-dry","White","Dry","750ml","SEK","390","390","1","1","0","2017","Selbach-Oster Zeltinger Schlossberg Riesling Auslese 'Schmitt'","Germany, Mosel Saar Ruwer","Selbach-Oster","Riesling","Riesling","Auslese 'Schmitt'","Zeltinger Schlossberg","Germany","Mosel Saar Ruwer","Unknown","Unknown","9999","9999","Community Average","2","1","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5318656","White","White","Dry","750ml","SEK","239","239","2","2","0","2024","Shaw and Smith Chardonnay M3 Vineyard","Australia, South Australia, Mount Lofty Ranges, Adelaide Hills","Shaw and Smith","Chardonnay","Chardonnay","Unknown","M3 Vineyard","Australia","South Australia","Mount Lofty Ranges","Adelaide Hills","9999","9999","Community Average","11","1","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4083607","White","White","Dry","750ml","SEK","379","379","1","1","0","2019","SIXTO Chardonnay Uncovered","USA, Washington","SIXTO","Chardonnay","Chardonnay","Uncovered","Unknown","USA","Washington","Unknown","Washington","9999","9999","Community Average","21","0,80952380952381","","","","23","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2380429","Red","Red","Dry","750ml","SEK","189","189","1","1","0","2013","La Spinetta (Rivetti) Langhe Nebbiolo","Italy, Piedmont, Langhe, Langhe DOC","La Spinetta (Rivetti)","Nebbiolo","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Langhe DOC","9999","9999","Community Average","17","0,941176470588235","","","","37","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4376913","White","White","Dry","750ml","SEK","299","299","1","1","0","2020","Sumaridge Chardonnay","South Africa, Cape South Coast, Walker Bay","Sumaridge","Chardonnay","Chardonnay","Unknown","Unknown","South Africa","Cape South Coast","Walker Bay","Unknown","9999","9999","Community Average","1","1","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5317396","Red","Red","Dry","750ml","SEK","259","259","1","1","0","2024","Thistledown Grenache The Vagabond Old Vine Blewitt Springs","Australia, South Australia, Fleurieu, McLaren Vale","Thistledown","Grenache","Grenache","The Vagabond Old Vine","Blewitt Springs","Australia","South Australia","Fleurieu","McLaren Vale","9999","9999","Community Average","4","1","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4643011","Red","Red","Dry","750ml","SEK","0","0","1","1","0","2021","Thymiopoulos Xinomavro Haggan","Greece, Macedonia","Thymiopoulos","Xinomavro","Xinomavro","Haggan","Unknown","Greece","Macedonia","Unknown","Unknown","9999","9999","Community Average","3","1","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1502387","White","White","Dry","750ml","SEK","0","0","1","1","0","2011","Trimbach Pinot Gris Réserve Personnelle","France, Alsace","Trimbach","Pinot Gris","Pinot Gris","Réserve Personnelle","Unknown","France","Alsace","Unknown","Alsace","9999","9999","Community Average","5","1","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5702765","White","White","Dry","750ml","SEK","215","215","2","2","0","2024","Domaine Trouillet Mâcon-Vinzelles Les Morandes","France, Burgundy, Mâconnais, Mâcon-Vinzelles","Domaine Trouillet","Chardonnay","Chardonnay","Unknown","Les Morandes","France","Burgundy","Mâconnais","Mâcon-Vinzelles","9999","9999","Community Average","4","1","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2970931","White","White","Dry","750ml","SEK","289","289","1","1","0","2016","Vie di Romans Sauvignon Blanc Vieris","Italy, Friuli-Venezia Giulia, Friuli Isonzo","Vie di Romans","Sauvignon Blanc","Sauvignon Blanc","Unknown","Vieris","Italy","Friuli-Venezia Giulia","Unknown","Friuli Isonzo","9999","9999","Community Average","5","1","","","","23","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3361938","Red","Red","Dry","750ml","SEK","0","0","1","1","0","2015","Château Vignelaure Coteaux d'Aix-en-Provence Rouge","France, Provence, Coteaux d'Aix-en-Provence","Château Vignelaure","Red Blend","Red Blend","Rouge","Unknown","France","Provence","Unknown","Coteaux d'Aix-en-Provence","9999","9999","Community Average","9","1","","","","19","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3486175","White","White","Dry","750ml","SEK","299","299","1","1","0","2018","François Villard Saint-Joseph Mairlant Blanc","France, Rhône, Northern Rhône, Saint-Joseph","François Villard","White Rhone Blend","White Rhone Blend","Mairlant Blanc","Unknown","France","Rhône","Northern Rhône","Saint-Joseph","9999","9999","Community Average","3","1","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5571704","White","White","Dry","750ml","SEK","250","250","1","1","0","2023","Vina Somoza Godello AS 2 Ladeiras Selección","Spain, Galicia, Valdeorras","Vina Somoza","Godello","Godello","AS 2 Ladeiras Selección","Unknown","Spain","Galicia","Unknown","Valdeorras","9999","9999","Community Average","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5160372","White","White","Dry","750ml","SEK","189","189","3","3","0","2020","Viños Lopez Garnacha Blanca La Bodegaza","Spain, Aragón, Vino de la Tierra Valdejalón","Viños Lopez","Garnacha Blanca","Grenache","Unknown","La Bodegaza","Spain","Aragón","Unknown","Vino de la Tierra Valdejalón","9999","9999","Community Average","2","1","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4461861","White","White","Dry","750ml","SEK","229","229","1","1","0","2020","Wessels Family Restless River Chardonnay Ava Marie","South Africa, Cape South Coast, Walker Bay, Hemel-en-Aarde Valley","Wessels Family Restless River","Chardonnay","Chardonnay","Ava Marie","Unknown","South Africa","Cape South Coast","Walker Bay","Hemel-en-Aarde Valley","9999","9999","Community Average","8","0,875","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5159493","White","White","Dry","750ml","SEK","349","349","1","1","0","2023","White Walnut Estate Chardonnay","USA, Oregon, Willamette Valley, Dundee Hills","White Walnut Estate","Chardonnay","Chardonnay","Unknown","Unknown","USA","Oregon","Willamette Valley","Dundee Hills","9999","9999","Community Average","8","0,875","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4217795","Red","Red","Dry","750ml","SEK","299","299","1","1","0","2019","Wine Thief Mourvèdre","South Africa, Cape South Coast, Walker Bay, Bot River","Wine Thief","Mourvèdre","Mourvèdre","Unknown","Unknown","South Africa","Cape South Coast","Walker Bay","Bot River","9999","9999","Community Average","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5401564","White","White","Dry","750ml","SEK","199","199","1","1","0","2024","Zarate Albariño Rías Baixas","Spain, Galicia, Rías Baixas","Zarate","Albariño","Albariño","Unknown","Unknown","Spain","Galicia","Unknown","Rías Baixas","9999","9999","Community Average","10","1","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3700415","White","White","Dry","750ml","SEK","217,423","217,423","1","1","0","2018","Zarate Albariño Rías Baixas Tras da Viña","Spain, Galicia, Rías Baixas","Zarate","Albariño","Albariño","Unknown","Tras da Viña","Spain","Galicia","Unknown","Rías Baixas","9999","9999","Community Average","14","1","","","","16","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5384110","White","White","Dry","750ml","SEK","199","199","1","1","0","2024","Zarate Albariño Rías Baixas Val do Salnés","Spain, Galicia, Rías Baixas","Zarate","Albariño","Albariño","Unknown","Val do Salnés","Spain","Galicia","Unknown","Rías Baixas","9999","9999","Community Average","21","1","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3281794","White","White","Dry","750ml","SEK","249","249","1","1","0","2017","Zind-Humbrecht Riesling Herrenweg de Turckheim","France, Alsace","Zind-Humbrecht","Riesling","Riesling","Unknown","Herrenweg de Turckheim","France","Alsace","Unknown","Alsace","9999","9999","Community Average","4","1","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","",""
